Rank,Score,Autonomous Coding Skills,Driver Skills,Team Number,Team Name,Organization,Event Region
4832,28,0,28,46445B,Muhammad Ali,LJHS Robotics Team,Arkansas
4833,28,0,28,56565E,FoxBots,Caddo Mills Middle School,Texas - Region 2
4834,28,0,28,37174G,Mustangs,SPRING STATION MIDDLE SCHOOL,Tennessee
4835,28,0,28,3847C,The Minions ,ESPARTO MIDDLE,California - North
4836,28,0,28,15127B,NJMS Robotics Team B,North Jefferson Middle School,Alabama
4837,28,0,28,36104A,Newgen Robotics,BALDWIN ART AND ACADEMICS MAGNET,Alabama
4838,28,0,28,41619D,Panther Cubs 4,Dulwich College Shanghai Pudong,East China
4839,28,0,28,952B,Ridgely Robotics,Ridgely Middle School,Maryland
4840,28,0,28,49982F,Mustang Robotics,BLUFFTON MIDDLE,South Carolina
4841,28,0,28,14144A,Unibots Team A,VINELAND K-8 CENTER,Florida - South
4842,28,0,28,48010C,pop!,NORTH LAKE MIDDLE SCHOOL,Washington
4843,28,0,28,23386A,Team B,EL SOL SANTA ANA SCIENCE AND ARTS ACADEMY,California - South
4844,28,0,28,38402A,The Electric Engineers,FOREST HILL JUNIOR HIGH SCHOOL,Louisiana
4845,28,0,28,66366H,Voyger 1,MARTINEZ MIDDLE SCHOOL,Florida - North/Central
4846,28,0,28,14012G,Vexperts,PINECREST LAKES ACADEMY,Florida - North/Central
4847,28,0,28,17401G,PCS Blue Bobcats ,Presbyterian Christian School,Mississippi
4848,28,0,28,23808C,Botty Joe Hill,BOBBY JOE HILL PK-8,Texas - Region 1
4849,28,0,28,28914B,Eastwood 7.8, Eastwood Middle School,Alabama
4850,28,0,28,94600D,Knights,St Mary's School,Connecticut
4851,28,0,28,5017B,Gators B,GREENWICH ACADEMY,Connecticut
4852,28,0,28,64777E,SCS-Red Pandas,St Clement's School,Ontario
4853,28,0,28,91111S,The Secret Snake Club,Southside Middle School,Indiana - Region 1 - North
4854,28,0,28,1227C,Circuit Surfers,BOLTON CENTER SCHOOL,Connecticut
4855,28,0,28,8056X,Eggvan,Ralston Middle School,California - North
4856,28,0,28,64287C,OIA Upper,Oakland International Academy Upper School,Michigan
4857,28,0,28,329D,RQ - Dibba Al Hisn 2,RQ Science & Technology - Khorfakkan,United Arab Emirates
4858,28,0,28,37187M,Vortex team,Moudi alfaris school,Kuwait
4859,28,0,28,39694D,ACA HG2 Panthers,aca.edu.kw,Kuwait
4860,28,0,28,39694C,ACA HG Panthers,American Creativity Academy Hawally Girls ,Kuwait
4861,28,0,28,37423C,MechaPandas,OLIVE VISTA STEAM MAGNET,California - South
4862,28,0,28,88690A,Crawfordsville Gold,CRAWFORDSVILLE MIDDLE SCHOOL,Indiana - Region 2 - Central
4863,28,0,28,375E,375E,ROBERT F BUMPUS MIDDLE SCHOOL,Alabama
4864,28,0,28,17801Z,Cowboyz,GARDEN LAKES ELEMENTARY SCHOOL,Arizona
4865,28,0,28,62938A,Batteries Not Included,WES-DEL MIDDLE/SENIOR HIGH SCHOOL,Indiana - Region 1 - North
4866,28,0,28,370B,The Tech Titans,LEE MIDDLE SCHOOL,Michigan
4867,28,0,28,375B,375B,ROBERT F BUMPUS MIDDLE SCHOOL,Alabama
4868,28,0,28,56467J,Untitled,HANKS MIDDLE,Texas - Region 1
4869,28,0,28,36117B,COMPUTER TITANS,CARR MIDDLE SCHOOL,Alabama
4870,28,0,28,84299B,Ernest Just Robotics Team B,ERNEST EVERETT JUST MIDDLE,Maryland
4871,28,0,28,1544A,Heights 1,Heights Elementary ,Washington
4872,28,0,28,2262C,LMS Robotics C,Lincoln Middle School,Washington
4873,28,0,28,2262B,LMS Robotics B,Lincoln Middle School,Washington
4874,28,0,28,1544C,Heights 3,Heights Elementary ,Washington
4875,28,0,28,1544B,Heights 2,Heights Elementary ,Washington
4876,28,0,28,16181A,Black Kites One,Renaissance College Hong Kong,Hong Kong
4877,28,0,28,12866A,TogaBots,Saratoga Robotics,New York-North
4878,28,0,28,10665B,Olive Oil,LEHMAN INTERMEDIATE SCH,Pennsylvania - East
4879,28,0,28,34320C,Eaglebots,Lincoln Middle School,Indiana - Region 1 - North
4880,28,0,28,64798C,The Bot Shop,KNOX COMMUNITY MIDDLE SCHOOL,Indiana - Region 1 - North
4881,28,0,28,47220A,Robo Saints,LUTHERAN CENTRAL SCHOOL,Indiana - Region 3 - South
4882,28,0,28,8018W,Bulldogs,Johnston Stem Academy,Nevada
4883,28,0,28,97050C,The CLANKERS,Yokota Middle School Robotics Club,Japan
4884,28,0,28,6771B,JMC BOTS,JORGE MAS CANOSA MIDDLE SCHOOL,Florida - South
4885,28,0,28,53486B,Wild Cat Boys 2,WESTERN PENNSYLVANIA SCHOOL FOR THE DEAF,Pennsylvania - West
4886,28,0,28,81116C,81116C,Westchester Country Day School,North Carolina
4887,28,0,28,46729C,Gears of Devotion,IN MATH & SCIENCE ACADEMY,Indiana - Region 2 - Central
4888,28,0,28,25574D,Echo Trail,Echo Trail Middle School,Kentucky
4889,28,0,28,12042Z,Avon West 4,AVON MIDDLE SCHOOL WEST,Indiana - Region 2 - Central
4890,28,0,28,40586E,CyberSharks,HICKORY RIDGE MIDDLE,North Carolina
4891,28,0,28,18482D,Warm Springs Team #4,WARM SPRINGS MIDDLE,California - South
4892,28,0,28,3877C,Dia Motyky,"Základní škola T. G. Masaryka, Hodkovice nad Mohelkou",Czech Republic
4893,28,0,28,412C,Banana Splits,ENVIRONMENTAL CHARTER SCHOOL AT FRICK PA,Pennsylvania - West
4894,28,0,28,10166K,IE Gabriel White ,IE Gabriel White ,Colombia
4895,28,0,28,27752A,Robotic Ducks,FOSTER DUAL LANGUAGE PK-8,Colorado
4896,28,0,28,60965H,Team Crash Robotics,NEW MARTINSVILLE SCHOOL,West Virginia
4897,28,0,28,44385C,Viking Nation 44385C,LANE MIDDLE SCHOOL,Indiana - Region 1 - North
4898,28,0,28,48466A,Awesome Axolotls,GUION CREEK MIDDLE SCHOOL,Indiana - Region 2 - Central
4899,28,0,28,39672C,WJHS Robohatchets,WASHINGTON JUNIOR HIGH SCHOOL,Indiana - Region 3 - South
4900,28,0,28,15685B,Umi Zoomies,Kenneth Henderson Middle School,Kansas
4901,28,0,28,1502D,DOH Cookers,Cathedral,Minnesota
4902,28,0,28,495B,Hopewell,HOPEWELL JHS,Pennsylvania - West
4903,28,0,28,412B,My Little Ponies,ENVIRONMENTAL CHARTER SCHOOL AT FRICK PA,Pennsylvania - West
4904,28,0,28,28A,LEGAL ACTIVITY,Robot Revolution,New Jersey
4905,27,9,18,7340A,Robottles,Harmony School of Excellence-NorthCampus,Texas - Region 3
4906,27,8,19,2076G,Negative Four,Knox Grammar School,Australia
4907,27,0,27,7130B,The 4 Jalapeños,Lied Middle School,Nevada
4908,27,6,21,73677A,Chef Rats,St Susanna School,Indiana - Region 2 - Central
4909,27,6,21,84855C,Vexxers,ST BARNABAS SCHOOL,Indiana - Region 2 - Central
4910,27,2,25,79546C,Lilly,ROTAN K-12,Texas - Region 5
4911,27,0,27,14301E,Robot Mafia,Gaskill Preparatory School,New York-North
4912,27,0,27,34119B,Robo Rangers,Oneonta Middle School,Alabama
4913,27,2,25,1061A,A-Team,Southern Cayuga Jr/Sr High School,New York-North
4914,27,2,25,59158A,Iron Chief,Carol City Middle School,Florida - South
4915,27,2,25,37452D,Dadelus II,THE GREENE SCHOOL,Florida - South
4916,27,2,25,390B,Team Goat,RIGBY MIDDLE SCHOOL,Idaho
4917,27,0,27,65198B,Blenders,Jim Ned Intermediate School,Texas - Region 5
4918,27,0,27,56549A,Donut Destroyers,HAWLEY SECONDARY,Minnesota
4919,27,0,27,82717G,Voltage Voyagers,SAGE VALLEY JUNIOR HIGH SCHOOL,Wyoming
4920,27,0,27,19587W,BisonBots Sr.,Florida Pitt Waller,Colorado
4921,27,0,27,23235H,Two Bright Dragons,St. Michael's Episcopal School,Virginia
4922,27,0,27,30041J,Lakeside Lions 9,LAKESIDE MIDDLE SCHOOL,Georgia
4923,27,0,27,9975F,St. Luke's Episcopal - Middle School Robotics,ST LUKES EPISCOPAL SCHOOL,Texas - Region 4
4924,27,0,27,92855F,DELMAR B1N4RY,DELMAR INTERNATIONAL SCHOOL,Mexico
4925,27,0,27,35777A,Leones TLC 1,TREE OF LIFE INTERNATIONAL CHARTER,California - North
4926,27,0,27,10094E,Energizers,Energizers,New Jersey
4927,27,0,27,6275A,Robot Queens,HUGHES ACADEMY OF SCIENCE AND TECHNOLOGY,South Carolina
4928,27,0,27,16109E,RoboKats,PORTLAND WEST MIDDLE SCHOOL,Tennessee
4929,27,0,27,77755M,SOR Team ONE,School Of Robotics (SOR) Pte. Ltd.,Singapore
4930,27,0,27,4518W,The Black Widows,SUDIE L WILLIAMS TALENTED AND GIFTED ACADEMY,Texas - Region 2
4931,27,0,27,46445C,Terminators,LJHS Robotics Team,Arkansas
4932,27,0,27,50367A,Portarlington,Colaiste Iosagain,Ireland
4933,27,0,27,952J,Ridgely Robotics,Ridgely Middle School,Maryland
4934,27,0,27,36373F,Zoom Bots,WETUMPKA MIDDLE SCHOOL,Alabama
4935,27,0,27,605E,Minions,Braden River Middle School,Florida - North/Central
4936,27,0,27,63369G,MiniPekkaCarries,RICE LAKE MIDDLE,Wisconsin
4937,27,0,27,79692B,Killina IQ 2,Killina school,Ireland
4938,27,0,27,91889A,Error 404: Team Name Not Found,St. Peter's School (13-18),United Kingdom
4939,27,0,27,81884D,J-Bots,HENRY T. GAGE MIDDLE,California - South
4940,27,0,27,30187B,CFMS Grizzlies Team 2,CAPE FEAR MIDDLE,North Carolina
4941,27,0,27,22088B,Reynolds Robotics,REYNOLDS MIDDLE,Texas - Region 5
4942,27,0,27,98786B,Solar Flares,BASIS Mesa,Arizona
4943,27,0,27,99340E,Death Sparklez,SCHOLAR ACADEMY,Utah
4944,27,0,27,87790A,The Re-Doers,Show Low Public LIbrary,Arizona
4945,27,0,27,8337K,TEDROBOTEAM,TED Rönesans Koleji,Türkiye
4946,27,0,27,52639B,The Goofy Goobers,GLENS FALLS MIDDLE SCHOOL,New York-North
4947,27,0,27,47229D,Crothersville MS Unreadable Reds,CROTHERSVILLE JR-SR HIGH SCHOOL,Indiana - Region 3 - South
4948,27,0,27,44994A,Hamad Town Youth Center,Hamad Town Model Youth Centre,Bahrain
4949,27,0,27,65707A,Senator Squad,WEST WASHINGTON JR-SR HIGH SCHOOL,Indiana - Region 3 - South
4950,27,0,27,43399B,James River Day School,James River Day School,Virginia
4951,27,0,27,74023G,Tiger Sisters,CUSHING MIDDLE SCHOOL,Oklahoma
4952,27,0,27,715C,CKS Robotics,CHRIST THE KING CATHOLIC SCHOOL,Indiana - Region 2 - Central
4953,27,0,27,1701C,FemBots,J W Williams Middle School,Texas - Region 2
4954,27,0,27,249D,THE REZ Girls,MESCALERO APACHE SCHOOL,New Mexico
4955,27,0,27,11177C,RoboRisers,WESTLANE MIDDLE SCHOOL,Indiana - Region 2 - Central
4956,26,26,0,6966G,BASIS International School Guangzhou,BASIS International School Guangzhou,South China
4957,26,26,0,50209A,Jawatha Fighters,Jawatha Private Schools,Saudi Arabia
4958,26,10,16,4523M,Legacy Loaders,CodHub Ksar Hellal,Tunisia
4959,26,9,17,71843A,Hendricks Robotics A,HENDRICKS MIDDLE SCHOOL,Georgia
4960,26,7,19,85365P,Panthers,Yuma Homeschool Robotics,Arizona
4961,26,7,19,85787A,RoboRangers,SRF Foundation,India
4962,26,6,20,22953A,SIX.SEVEN,ReBBZ Altona Carsten Rehder Straße,Germany
4963,26,6,20,1695B,The Aces,Walter Polson Middle School,Connecticut
4964,26,6,20,16861B,Trash Pandas,Trash Pandas,California - North
4965,26,4,22,35355B,Jesuit Academy B,JESUIT ACADEMY,Nebraska
4966,26,2,24,67671D,Robo Royals,REDLAND MIDDLE SCHOOL,Florida - South
4967,26,2,24,25779B,BWFLC-Team2,Buddhist Wong Fung Ling College,Hong Kong
4968,26,0,26,25808M,Mango Maestros,Oberoi International School,India
4969,26,0,26,6046E,Electric Mayhem - LOPEZ MIDDLE SCHOOL,LOPEZ MIDDLE SCHOOL,Texas - Region 4
4970,26,2,24,93601C,404?BrainNotFound,Shore,Australia
4971,26,2,24,91003C,E.I.R. Jösses,Rajakylä comprehensive school,Finland
4972,26,2,24,19994C,Ro-Burt,SOUTH MIDDLE SCHOOL,North Dakota
4973,26,2,24,29025B,South Gate Vikings,SOUTH GATE MIDDLE,California - South
4974,26,2,24,5959B,Greenwood GearHeads,James R. Brooks Middle School - Greenwood ISD,Texas - Region 5
4975,26,0,26,10256K,Nuggets {[ Blue ]},Klondike Middle School,Indiana - Region 1 - North
4976,26,0,26,1714A,Pink Bears,Innova't Educació,Spain
4977,26,0,26,84125C,The Polarity Project,The Gilberd School,United Kingdom
4978,26,0,26,54345E,SIS MamaBabaBot,Seoul International School,South Korea
4979,26,0,26,3576K,Lions_Lying,Stamford American International School,Singapore
4980,26,0,26,2824A,ROBOTICS IN WEST,ROBOTICS IN WEST,Australia
4981,26,0,26,79420N,79420N,Carey Baptist College,Australia
4982,26,0,26,46726S,Knightbots,IN MATH & SCIENCE ACADEMY - NORTH,Indiana - Region 2 - Central
4983,26,0,26,44873A,VEXPERTS,Millcreek Junior High School,Utah
4984,26,0,26,54913R,Rougarou,Northshore Robotics ,Louisiana
4985,26,0,26,85571B,BIA OWL's,BALTIMORE INTERNATIONAL ACADEMY,Maryland
4986,26,0,26,81419A,Royal Oak Runners 1,ROYAL OAK MIDDLE,California - South
4987,26,0,26,21788R,Jafer the Great 2.0,REDLAND MIDDLE SCHOOL,Alabama
4988,26,0,26,44814S,Taco Llamas,EDISON MIDDLE SCHOOL (FORMERLY BERLIN-MILAN MIDDLE SCHOOL),Ohio
4989,26,0,26,88892Y,Gator Assassins,Delhi Charter School,Louisiana
4990,26,0,26,39672A,WJHS Assembly Line,WASHINGTON JUNIOR HIGH SCHOOL,Indiana - Region 3 - South
4991,26,0,26,6852R,WaddleBots,Harmony School of Endeavor,Texas - Region 4
4992,26,0,26,77182Z,ERROR 404: TEAM NOT FOUND,Oak Hall School,Florida - North/Central
4993,26,0,26,60373A,RoboRamsIQ,RIVIERA MIDDLE SCHOOL,Florida - South
4994,26,0,26,91989E,Gearbox,MACDONALD MIDDLE SCHOOL,Michigan
4995,26,0,26,91989B,MMS Robotics,MACDONALD MIDDLE SCHOOL,Michigan
4996,26,0,26,38501A,Aloha Titans,WAIAKEA INTERMEDIATE SCHOOL,Hawaii
4997,26,0,26,93801D,Chargers - Team D,CHARLES MIDDLE,Texas - Region 1
4998,26,0,26,73922D,COALMINERZ,STANLEY BRITISH PRIMARY SCHOOL,Colorado
4999,26,0,26,53397A,Blazer Tech,BURNS MIDDLE SCHOOL,Alabama
5000,26,0,26,87116B,KIS 2,KIS Pangyo campus,South Korea
5001,26,0,26,2413C,Bruin Robotix Worx,Bearden Middle School,Tennessee
5002,26,0,26,35173B,Meyzeek Dire Bears,MEYZEEK MIDDLE,Kentucky
5003,26,0,26,69315A,SMSTurkeys1,ST MARY'S EPISCOPAL SCHOOL,Tennessee
5004,26,0,26,412K,Pancake Kitties,ENVIRONMENTAL CHARTER SCHOOL AT FRICK PA,Pennsylvania - West
5005,26,0,26,33957A,Victory Robotics,VICTORY CHRISTIAN ACADEMY,Indiana - Region 1 - North
5006,26,0,26,87170A,Baddie Bots,Porter Traditional School,Virginia
5007,26,0,26,81822G,Good Shepherd,Good Shepherd Middle School,California - North
5008,26,0,26,46886E,The Netherite Comets,MIKE OCALLAGHAN MIDDLE SCHOOL I3 LEARN ACADEMY,Nevada
5009,26,0,26,22211B,R&R+,Peak-Robots,Japan
5010,26,0,26,46947C,LJHS Black,LOGANSPORT JUNIOR HIGH SCHOOL,Indiana - Region 1 - North
5011,26,0,26,74023E,MechaMinds,CUSHING MIDDLE SCHOOL,Oklahoma
5012,26,0,26,54204E,PanthersE,ST VINCENT DE PAUL SCHOOL,Indiana - Region 1 - North
5013,26,0,26,60965W,Wild Eagels,NEW MARTINSVILLE SCHOOL,West Virginia
5014,25,16,9,93353A,The Bro-Bots,New River Robotics,West Virginia
5015,25,7,18,2262A,LMS Robotics A,Lincoln Middle School,Washington
5016,25,7,18,65819A,Kammerer Middle School 1,KAMMERER MIDDLE,Kentucky
5017,25,7,18,485A,Lyndon VEX-T-Rs,Lyndon Academy ,Georgia
5018,25,7,18,4009A,Pinkie Twinkies,TAVARES MIDDLE SCHOOL,Florida - North/Central
5019,25,7,18,15127A,NJMS A,North Jefferson Middle School,Alabama
5020,25,7,18,11030D,Hot Pot Hooligans,Robotech Educational Services Inc.,New Jersey
5021,25,0,25,20345B,Wilderness Brown,Wilderness School,Australia
5022,25,0,25,50230T,LANNA ICE,Lanna International School Thailand,Thailand
5023,25,4,21,2588G,SAJA Kids,STJOHN PAUL II CATHOLIC SCHOOL,Texas - Region 3
5024,25,4,21,15819F,Oxley CyberStorm,Oxley High School,Australia
5025,25,2,23,79741E,The Bin Men,Jim Ned Middle School,Texas - Region 5
5026,25,0,25,1695D,The Minions,Walter Polson Middle School,Connecticut
5027,25,2,23,5266D,SPL Supreme Tacos,ST PETERS LUTHERAN SCHOOL,Indiana - Region 3 - South
5028,25,0,25,52152D,Pixel Pirates,MONROE TOWNSHIP MIDDLE SCHOOL,New Jersey
5029,25,0,25,15290A,Floral Faes,Campbell Drive K-8 Center,Florida - South
5030,25,2,23,99541B,Wylie West Purple B,Wylie West Junior High School,Texas - Region 5
5031,25,0,25,34926F,De Pannenkoeken,Mosa-RT,Belgium
5032,25,0,25,14323F,Fluoroantimonic Flounders,FAIRBANKS MIDDLE SCHOOL,Ohio
5033,25,0,25,79546B,Wreckless,ROTAN K-12,Texas - Region 5
5034,25,0,25,20345A,Wilderness Blue,Wilderness School,Australia
5035,25,0,25,4226C,Saint Stephen's College 3,Saint Stephen's College,Australia
5036,25,0,25,69315C,Pin Gobblers,ST MARY'S EPISCOPAL SCHOOL,Tennessee
5037,25,0,25,324D,Nexus Protocol,Young Engineers Waterloo,Ontario
5038,25,0,25,76420A,Cardinals,ST CHARLES BORROMEO SCHOOL,Indiana - Region 1 - North
5039,25,0,25,81800T,Tax Evaders,Pedare Christian College,Australia
5040,25,0,25,81800B,TechTonic,Pedare Christian College,Australia
5041,25,0,25,68324A,XIS A,Xiamen International School,South China
5042,25,0,25,48737A,BTW RAMs Mobile,BOOKER T WASHINGTON MIDDLE SCHOOL,Alabama
5043,25,0,25,74484A,Party Cats,Benzie Central Middle School,Michigan
5044,25,0,25,36548A,Modify,Leroy High School,Alabama
5045,25,0,25,10898A,Vieweg Hornets 1,Vieweg Stem Academy,California - South
5046,25,0,25,67923D,Robo Rebel,Ola Middle School Vex Robotics Team,Georgia
5047,25,0,25,14344S,BOT-TASTIC CREW,Mahindra International School,India
5048,25,0,25,10726F,DEBT COLLECTORS,Wood River Middle School,Idaho
5049,25,0,25,24016C,HYKYLDSS Team C,N.T. Heung Yee Kuk Yuen Long District Secondary School,Hong Kong
5050,25,0,25,12350M,M&M's,LAKE RIDGE MIDDLE,Virginia
5051,25,0,25,52139B,HSG2,Hohenstaufen Gymnasium Kaiserslautern,Germany
5052,25,0,25,20185A,Robunnies,DELTA CHARTER SCHOOL MST,Louisiana
5053,25,0,25,9826M,GOAT,BERWICK ACADEMY,Maine
5054,25,0,25,3203B,Robolabs Barrel,Dublin Robotics Club,California - North
5055,25,0,25,81868B,Beta,Mingwan School,South China
5056,25,0,25,16639M,L.A.M.B.S. ,THE FIRST ACADEMY,Florida - North/Central
5057,25,0,25,53855C,DJ-SET,"Sacred Heart Schools, Atherton",California - North
5058,25,0,25,18778C,St Joseph’s 3,"St Joseph’s, Rochfortbridge",Ireland
5059,25,0,25,26000A,Error 404,Error 404,New Jersey
5060,25,0,25,46945B,Precision Panthers 2,Decatur County Middle School,Tennessee
5061,25,0,25,29286A,Golden Gears,RAUL QUINTANILLA SR MIDDLE,Texas - Region 2
5062,25,0,25,16604A,BLAZERS TEAM #1,Notre Dame Preparatory School,Maryland
5063,25,0,25,6909Y,Robot Rangers,Alhuda Academy,Massachusetts
5064,25,0,25,1303B,Bedford Bots II,WILLIAM HAWLEY ATWELL LAW ACADEMY,Texas - Region 2
5065,25,0,25,31542A,Baby Eagles,JEAN MASSIEU SCHOOL FOR THE DEAF,Utah
5066,25,0,25,85070C,Dragons C,Hangzhou International School,East China
5067,25,0,25,77517B,Suffield Middle 2,Suffield Middle School,Connecticut
5068,25,0,25,64098C,C- Cyberbots,LAKE STEVENS MIDDLE SCHOOL,Washington
5069,25,0,25,10999K,Ashford Wolfbots,Ashford School,Connecticut
5070,25,0,25,4270B,The Crusaders B,Saint Louis School,Hawaii
5071,25,0,25,48010E,Fabulous Four,NORTH LAKE MIDDLE SCHOOL,Washington
5072,25,0,25,23160A,Team A,EL SOL SANTA ANA SCIENCE AND ARTS ACADEMY,California - South
5073,25,0,25,97921B,CISWolves B,Canadian International School Vietnam,Vietnam
5074,25,0,25,42655E,Mustang Avengers,KNOX DOSS MIDDLE SCHOOL AT DRAKES CREEK,Tennessee
5075,25,0,25,39683A,VEXpert Squad,HPS,Texas - Region 1
5076,25,0,25,36104C,Technotron,BALDWIN ART AND ACADEMICS MAGNET,Alabama
5077,25,0,25,2588E,Six/Eighths,STJOHN PAUL II CATHOLIC SCHOOL,Texas - Region 3
5078,25,0,25,44316C,Pack Pride,Clemons Creek MIDDLE,Texas - Region 5
5079,25,0,25,11914C,C-BOT,TRITON CENTRAL MIDDLE SCHOOL,Indiana - Region 2 - Central
5080,25,0,25,11284D,Algernon,FORT CLARKE MIDDLE SCHOOL,Florida - North/Central
5081,25,0,25,92583B,St Hels B,St Helen's School,United Kingdom
5082,25,0,25,11108C,CARL BOT,William Mulholland Middle School,California - South
5083,25,0,25,37296D,Nobel Nighthawks-1,Alfred B. Nobel Charter Middle School,California - South
5084,25,0,25,41037A,Mr.Clanker's Robotics Team,Mr.Clanker's Robotics Team,North Carolina
5085,25,0,25,72104B,The Smarties,WILSON INTERMEDIATE SCHOOL,Arkansas
5086,25,0,25,77431F,Code-a-Cola,Pike Road Schools,Alabama
5087,25,0,25,47E,Superior Robotics,EVERGREEN MIDDLE SCHOOL PTSA,Washington
5088,25,0,25,11284F,Plus ultra,FORT CLARKE MIDDLE SCHOOL,Florida - North/Central
5089,25,0,25,2073D,Krypto Coders,ANNE WATSON ELEMENTARY SCHOOL,Arkansas
5090,25,0,25,51833G,Gear Gurus,DR FREDERICK HAYNES III GLOBAL PREP AT PAUL QUINN,Texas - Region 2
5091,25,0,25,35758D,Cyber Hackers,LIBERTY MIDDLE SCHOOL,Alabama
5092,25,0,25,2884B,ICAAS Panthers Robotics #2,IREDELL CHARTER ACADEMY,North Carolina
5093,25,0,25,47355B,TBD B,GEORGE WASHINGTON MIDDLE,Virginia
5094,25,0,25,78131C,Bears MS3,Madison Consolidated Junior High School,Indiana - Region 3 - South
5095,25,0,25,16161A,Taylor Tomatos,TAYLOR MIDDLE SCHOOL,Indiana - Region 1 - North
5096,25,0,25,1356B,Bounty -The Quicker Picker Upper (Bounty for short,Wildwood Middle School,West Virginia
5097,25,0,25,34320B,Eaglebots,Lincoln Middle School,Indiana - Region 1 - North
5098,25,0,25,43304C,ACES Eagles C,Aventura City Of Excellence School,Florida - South
5099,25,0,25,10462E,Northview Falcons E,Northview Middle School,Indiana - Region 2 - Central
5100,25,0,25,60965C,Circuit Crushers,NEW MARTINSVILLE SCHOOL,West Virginia
5101,25,0,25,58588A,Institut Puig Castellar,Institut Puig Castellar,Spain
5102,25,0,25,99106A,Western Plains JH A,WESTERN PLAINS JH,Kansas
5103,24,7,17,19057T,The Bots,Sunnvale Middle School,Texas - Region 2
5104,24,0,24,8116R,RAMS Clanker Clan,LAUSD Roy Romer MS,California - South
5105,24,7,17,15104J,TVEX,Woodland Hills School District,Pennsylvania - West
5106,24,7,17,34248B,Mighty Manatees,State College of Florida Collegiate School,Florida - North/Central
5107,24,6,18,4426E,The Sigmas,Future Innovators of Vienna,Virginia
5108,24,0,24,37871A,Hornets,CARTER MIDDLE SCHOOL,Tennessee
5109,24,4,20,3722J,Quantum Flux,The Frazer School,Florida - North/Central
5110,24,2,22,35460A,E.D.I.T.H,Hillmorton High School,New Zealand
5111,24,0,24,67544E,Freedom Doritos,Hoisington Middle School,Kansas
5112,24,0,24,17801Y,Mac & Cheezers 2.0,GARDEN LAKES ELEMENTARY SCHOOL,Arizona
5113,24,2,22,5689T,Red Voltage,ROBOCOD Monastir,Tunisia
5114,24,0,24,1850D,NLCS_Mavericks,North London Collegiate School,United Kingdom
5115,24,0,24,3432K,[Co.R.E.] - The Kindly Ones,Sandy Creek Middle School,New York-North
5116,24,0,24,79546A,Eva,ROTAN K-12,Texas - Region 5
5117,24,0,24,48380A,Something in the Universe,Branksome Hall Asia,South Korea
5118,24,0,24,1715C,Cracked Coders,Hopkinton Middle School,Massachusetts
5119,24,0,24,79836A,Zion Raiders Team A,Zion Lutheran School,Michigan
5120,24,0,24,16036B,Astroingenieros 2, Planetario SAYAB,Mexico
5121,24,0,24,72250C,Metal Manipulators,BUSH MIDDLE,Texas - Region 5
5122,24,0,24,60559B,P.I.V.O.T.,IBA2 INC,Florida - North/Central
5123,24,0,24,13037D,Robo Bears,Chittenango Middle School,New York-North
5124,24,0,24,71023B,Reckless Wrenches,Henderson Middle School,Georgia
5125,24,0,24,85288D,SSJ Prototypes,STS SIMON & JUDE SCHOOL,California - South
5126,24,0,24,31433W,Sync,Ghars School,Kuwait
5127,24,0,24,19994E,The McDonald’s Tower,SOUTH MIDDLE SCHOOL,North Dakota
5128,24,0,24,46366D,NJSP Robotics,North Judson San Pierre Schools,Indiana - Region 1 - North
5129,24,0,24,81800K,Team Conductors,Pedare Christian College,Australia
5130,24,0,24,40516A,1800 Knights A,CL SCARBOROUGH MODEL MIDDLE SCHOOL,Alabama
5131,24,0,24,56141A,The Future Engineers,St Ignatius of Loyola Catholic College,New Zealand
5132,24,0,24,2340C,Snoop Hoggie Hog,FMAHS,Australia
5133,24,0,24,95765B,MECS 8s,Mount Evelyn Christian School,Australia
5134,24,0,24,36655D,Cyber Punk,Oxford Prep Academy SOC,California - South
5135,24,0,24,70543C,70543C,MARGARETTA MIDDLE SCHOOL,Ohio
5136,24,0,24,46511D,CyberNova,DELMAR INTERNATIONAL SCHOOL-6,Mexico
5137,24,0,24,7479E,Devastating Bushfires,Hillcrest Christian College,Australia
5138,24,0,24,7508F,Krazy Fluffin' Chiknz,WESTMORELAND MIDDLE SCHOOL,Tennessee
5139,24,0,24,55883C,Functional Feud,GOLD HILL MIDDLE,South Carolina
5140,24,0,24,36409E,The Problematic Children and Bo,MEAD MIDDLE SCHOOL,Colorado
5141,24,0,24,55334D,Houndbots,O'BRIEN MIDDLE,Texas - Region 5
5142,24,0,24,50491D,Granny Grippers,GATEWAY SCIENCE ACADEMY OF ST. LOUIS - MIDDLE,Missouri
5143,24,0,24,68364A,YY,HKTA The Yuen Yuen Institute No.3 Secondary School,Hong Kong
5144,24,0,24,23241Y,Circuit Surfers,St Bernadette,Nebraska
5145,24,0,24,32630B,The Short Queens,ELKHORN VALLEY VIEW MIDDLE SCHOOL,Nebraska
5146,24,0,24,3204Z,SPC Bots Zosimus,St Peter's College,New Zealand
5147,24,0,24,16109C,The Band Kids,PORTLAND WEST MIDDLE SCHOOL,Tennessee
5148,24,0,24,55308A,PHMS Team 1,PENDLETON HEIGHTS MIDDLE SCHOOL,Indiana - Region 2 - Central
5149,24,0,24,54944A,RoboSharks,SILVESTRI  CHARLES JHS,Nevada
5150,24,0,24,36240Z,Bagel Bytes,Southwest Christian School-preparatory Campus,Texas - Region 5
